bvn,state_of_origin,state_of_residence,local_government_area,source_of_income
20000099092,Imo,Delta,Oshimili South,Business
20000099093,Zamfara,Cross River,Ikom,Business
20000099094,Imo,Benue,Otukpo,Agriculture
20000099095,Nasarawa,Abia,Umuahia North,Business
20000099096,Imo,Ogun,Ado-Odo/Ota,Business
20000099097,Lagos,Enugu,Enugu North,Agriculture
20000099098,Cross River,Plateau,Jos North,Salary
20000099099,Osun,Kano,Gwale,Mixed
20000099100,FCT,Kogi,Okene,Salary
20000099101,Niger,Niger,Bida,Informal
20000099102,Kano,Jigawa,Hadejia,Freelancing
20000099103,Kaduna,Kwara,Ilorin West,Agriculture
20000099104,Kwara,Ogun,Ado-Odo/Ota,Salary
20000099105,Ebonyi,Kwara,Ilorin East,Freelancing
20000099106,Benue,Borno,Biu,Business
20000099107,Ekiti,Akwa Ibom,Uyo,Salary
20000099108,Lagos,Imo,Owerri Municipal,Agriculture
20000099109,Ekiti,Imo,Owerri Municipal,Agriculture
20000099110,Kaduna,Cross River,Calabar Municipal,Business
20000099111,Taraba,Kaduna,Kaduna North,Remittance
20000099112,Kwara,FCT,Kuje,Business
20000099113,Benue,Niger,Minna,Business
20000099114,Rivers,Ebonyi,Abakaliki,Contract
20000099115,Kaduna,Enugu,Enugu North,Freelancing
20000099116,Anambra,Niger,Suleja,Business
20000099117,FCT,Yobe,Damaturu,Freelancing
20000099118,Abia,Gombe,Gombe,Business
20000099119,Delta,Delta,Oshimili South,Freelancing
20000099120,Bauchi,Benue,Makurdi,Business
20000099121,Niger,Adamawa,Mubi North,Salary
20000099122,Katsina,Abia,Umuahia North,Salary
20000099123,Rivers,Jigawa,Hadejia,Salary
20000099124,Osun,Bayelsa,Yenagoa,Remittance
20000099125,Imo,Kogi,Okene,Business
20000099126,Zamfara,Sokoto,Sokoto North,Business
20000099127,Oyo,Kwara,Ilorin East,Informal
20000099128,Zamfara,Benue,Gboko,Salary
20000099129,Kano,Kogi,Lokoja,Business
20000099130,Rivers,Kebbi,Argungu,Agriculture
20000099131,FCT,Sokoto,Sokoto North,Salary
20000099132,Adamawa,Adamawa,Mubi North,Salary
20000099133,Delta,Plateau,Barkin Ladi,Business
20000099134,Enugu,Adamawa,Yola North,Salary
20000099135,Jigawa,Borno,Biu,Contract
20000099136,Cross River,Lagos,Yaba,Business
20000099137,Zamfara,Taraba,Wukari,Salary
20000099138,Ebonyi,Osun,Osogbo,Remittance
20000099139,Taraba,Edo,Oredo,Business
20000099140,Gombe,Bauchi,Bauchi,Salary
20000099141,Delta,Osun,Ilesa East,Freelancing
20000099142,Sokoto,Kebbi,Birnin Kebbi,Salary
20000099143,Ekiti,Nasarawa,Keffi,Freelancing
20000099144,Zamfara,Osun,Ife Central,Salary
20000099145,Bayelsa,Anambra,Nnewi North,Freelancing
20000099146,Cross River,Enugu,Nsukka,Agriculture
20000099147,Anambra,Borno,Biu,Business
20000099148,Enugu,Kebbi,Birnin Kebbi,Business
20000099149,Oyo,Niger,Suleja,Agriculture
20000099150,Yobe,Delta,Oshimili South,Business
20000099151,FCT,Kebbi,Birnin Kebbi,Business
20000099152,Cross River,Kwara,Ilorin East,Salary
20000099153,Kwara,Bauchi,Bauchi,Agriculture
20000099154,Bauchi,Benue,Otukpo,Business
20000099155,Lagos,Ekiti,Ikere,Freelancing
20000099156,Ekiti,Ebonyi,Abakaliki,Salary
20000099157,Ebonyi,Edo,Ikpoba-Okha,Salary
20000099158,Kano,Yobe,Damaturu,Salary
20000099159,Ebonyi,Gombe,Gombe,Salary
20000099160,Kaduna,Kano,Tarauni,Salary
20000099161,Kano,Nasarawa,Lafia,Business
20000099162,Benue,Sokoto,Sokoto North,Business
20000099163,Plateau,Benue,Makurdi,Freelancing
20000099164,Ogun,Imo,Orlu,Business
20000099165,Delta,Ebonyi,Abakaliki,Freelancing
20000099166,Kwara,Borno,Maiduguri,Business
20000099167,Bayelsa,Sokoto,Tambuwal,Salary
20000099168,Kaduna,Oyo,Ogbomosho North,Salary
20000099169,Nasarawa,Borno,Maiduguri,Agriculture
20000099170,Ogun,Kwara,Ilorin West,Business
20000099171,Oyo,Delta,Oshimili South,Business
20000099172,Ebonyi,Adamawa,Mubi North,Salary
20000099173,Plateau,Niger,Bida,Salary
20000099174,Kwara,Jigawa,Hadejia,Salary
20000099175,Imo,Zamfara,Gusau,Salary
20000099176,Borno,Kano,Gwale,Salary
20000099177,Kebbi,Nasarawa,Keffi,Agriculture
20000099178,Lagos,Kebbi,Birnin Kebbi,Business
20000099179,Gombe,Anambra,Awka South,Mixed
20000099180,Borno,Edo,Egor,Salary
20000099181,Cross River,Edo,Oredo,Business
20000099182,Ogun,Kebbi,Birnin Kebbi,Contract
20000099183,Ogun,Benue,Gboko,Business
20000099184,Anambra,Ekiti,Oye,Agriculture
20000099185,Enugu,Zamfara,Gusau,Business
20000099186,Katsina,Niger,Suleja,Salary
20000099187,Enugu,Kano,Tarauni,Investment
20000099188,Enugu,Cross River,Ikom,Salary
20000099189,Oyo,FCT,Bwari,Salary
20000099190,Ondo,Kogi,Lokoja,Business
20000099191,Enugu,Imo,Owerri Municipal,Salary
20000099192,Gombe,FCT,Bwari,Freelancing
20000099193,Abia,Benue,Otukpo,Remittance
20000099194,Imo,FCT,Kuje,Investment
20000099195,Edo,Ekiti,Ikere,Freelancing
20000099196,Benue,Cross River,Ikom,Agriculture
20000099197,Ebonyi,Lagos,Yaba,Business
20000099198,Ebonyi,Rivers,Eleme,Contract
20000099199,Bauchi,FCT,Bwari,Agriculture
20000099200,Bayelsa,Kogi,Lokoja,Agriculture
20000099201,Taraba,Taraba,Jalingo,Business
20000099202,Oyo,Lagos,Alimosho,Business
20000099203,Ondo,Edo,Egor,Remittance
20000099204,Katsina,Taraba,Wukari,Investment
20000099205,Bauchi,Imo,Owerri Municipal,Business
20000099206,Lagos,Osun,Osogbo,Mixed
20000099207,Oyo,Abia,Umuahia North,Business
20000099208,Edo,Abia,Umuahia North,Salary
20000099209,Benue,Kano,Nassarawa,Contract
20000099210,Jigawa,Yobe,Potiskum,Agriculture
20000099211,Nasarawa,Imo,Orlu,Agriculture
20000099212,Lagos,Borno,Maiduguri,Salary
20000099213,Bauchi,Kwara,Ilorin East,Freelancing
20000099214,Ebonyi,Niger,Minna,Freelancing
20000099215,Borno,Anambra,Nnewi North,Salary
20000099216,Zamfara,Bayelsa,Ogbia,Salary
20000099217,Plateau,Plateau,Jos South,Salary
20000099218,Enugu,Bauchi,Bauchi,Business
20000099219,Enugu,Ekiti,Ikere,Salary
20000099220,Ogun,Osun,Ilesa East,Business
20000099221,Edo,Nasarawa,Lafia,Contract
20000099222,Yobe,FCT,Gwagwalada,Agriculture
20000099223,Kwara,Kebbi,Birnin Kebbi,Business
20000099224,Adamawa,Yobe,Damaturu,Salary
20000099225,Zamfara,Kaduna,Zaria,Business
20000099226,Kebbi,Edo,Oredo,Business
20000099227,Benue,Ebonyi,Afikpo North,Agriculture
20000099228,FCT,Ebonyi,Abakaliki,Salary
20000099229,Ebonyi,Sokoto,Tambuwal,Agriculture
20000099230,Ondo,Oyo,Oyo East,Salary
20000099231,Adamawa,Katsina,Katsina,Mixed
20000099232,Edo,FCT,Gwagwalada,Business
20000099233,Ogun,Lagos,Alimosho,Salary
20000099234,Imo,Kebbi,Argungu,Business
20000099235,Kebbi,Kano,Tarauni,Business
20000099236,Ebonyi,Niger,Bida,Business
20000099237,Gombe,Lagos,Ikeja,Business
20000099238,Ondo,Jigawa,Hadejia,Investment
20000099239,Bauchi,Enugu,Nsukka,Business
20000099240,Edo,Rivers,Port Harcourt,Business
20000099241,Zamfara,Oyo,Ibadan South-West,Business
20000099242,Oyo,Yobe,Damaturu,Freelancing
20000099243,Bayelsa,Kwara,Offa,Freelancing
20000099244,Bayelsa,Zamfara,Gusau,Salary
20000099245,Borno,Abia,Umuahia North,Agriculture
20000099246,Gombe,FCT,Abuja Municipal,Agriculture
20000099247,Sokoto,Yobe,Damaturu,Salary
20000099248,Gombe,Borno,Biu,Salary
20000099249,Sokoto,Jigawa,Dutse,Salary
20000099250,Kano,Katsina,Katsina,Salary
20000099251,Ondo,Bauchi,Bauchi,Salary
20000099252,Kwara,Ebonyi,Abakaliki,Salary
20000099253,Katsina,Ogun,Sagamu,Business
20000099254,Edo,FCT,Abuja Municipal,Salary
20000099255,Edo,Edo,Oredo,Salary
20000099256,Kaduna,Delta,Warri South,Business
20000099257,Abia,Rivers,Obio-Akpor,Agriculture
20000099258,Kaduna,Osun,Ife Central,Salary
20000099259,Ogun,Kwara,Ilorin West,Business
20000099260,Delta,Oyo,Ogbomosho North,Contract
20000099261,Anambra,Zamfara,Kaura Namoda,Freelancing
20000099262,Akwa Ibom,Benue,Otukpo,Business
20000099263,Ondo,Enugu,Enugu South,Agriculture
20000099264,Kaduna,Kwara,Offa,Informal
20000099265,Cross River,Delta,Oshimili South,Remittance
20000099266,Yobe,Kano,Tarauni,Business
20000099267,Rivers,Katsina,Daura,Remittance
20000099268,Enugu,Ogun,Ado-Odo/Ota,Freelancing
20000099269,FCT,Niger,Suleja,Remittance
20000099270,Osun,Oyo,Ogbomosho North,Salary
20000099271,Bayelsa,Kano,Nassarawa,Business
20000099272,Borno,Yobe,Damaturu,Informal
20000099273,Jigawa,Akwa Ibom,Uyo,Freelancing
20000099274,Akwa Ibom,Ondo,Owo,Mixed
20000099275,Borno,Kebbi,Birnin Kebbi,Business
20000099276,Kano,Enugu,Enugu North,Business
20000099277,Imo,Adamawa,Yola North,Business
20000099278,Imo,Kogi,Okene,Business
20000099279,Ondo,Oyo,Oyo East,Salary
20000099280,Kano,Plateau,Jos South,Salary
20000099281,Sokoto,Edo,Oredo,Informal
20000099282,Benue,Bauchi,Bauchi,Business
20000099283,Sokoto,Ekiti,Oye,Informal
20000099284,Adamawa,Borno,Biu,Business
20000099285,Niger,Ondo,Akure South,Agriculture
20000099286,Anambra,Borno,Maiduguri,Salary
20000099287,Sokoto,Sokoto,Sokoto North,Salary
20000099288,Kano,Lagos,Yaba,Contract
20000099289,Kwara,Bayelsa,Ogbia,Business
20000099290,Ekiti,Katsina,Katsina,Salary
20000099291,Lagos,Benue,Makurdi,Agriculture
20000099292,Enugu,Jigawa,Dutse,Freelancing
20000099293,Kano,Enugu,Enugu South,Salary
20000099294,Plateau,Adamawa,Mubi North,Business
20000099295,Osun,Enugu,Enugu South,Business
20000099296,Enugu,Adamawa,Mubi North,Business
20000099297,Kogi,Niger,Bida,Business
20000099298,Kaduna,Kebbi,Birnin Kebbi,Salary
20000099299,Niger,Ekiti,Ikere,Salary
20000099300,Adamawa,Benue,Makurdi,Salary
20000099301,Akwa Ibom,Bayelsa,Yenagoa,Mixed
20000099302,Ebonyi,Oyo,Ibadan North,Salary
20000099303,Edo,Anambra,Nnewi North,Contract
20000099304,Abia,Katsina,Katsina,Salary
20000099305,Lagos,Bauchi,Azare,Agriculture
20000099306,Gombe,Borno,Biu,Business
20000099307,Kogi,Ogun,Sagamu,Business
20000099308,Ekiti,Kogi,Okene,Salary
20000099309,Bauchi,Lagos,Ikeja,Business
20000099310,Taraba,Benue,Gboko,Salary
20000099311,Borno,Imo,Owerri Municipal,Business
20000099312,Anambra,Cross River,Ikom,Business
20000099313,Cross River,Akwa Ibom,Uyo,Salary
20000099314,Yobe,Kano,Tarauni,Business
20000099315,Jigawa,Bauchi,Azare,Salary
20000099316,Plateau,Edo,Egor,Business
20000099317,Kaduna,FCT,Kuje,Contract
20000099318,Benue,Imo,Orlu,Agriculture
20000099319,Cross River,Abia,Umuahia North,Salary
20000099320,Abia,Anambra,Onitsha North,Business
20000099321,Jigawa,Edo,Egor,Freelancing
20000099322,Yobe,Benue,Makurdi,Salary
20000099323,Cross River,Lagos,Ikeja,Business
20000099324,Akwa Ibom,Jigawa,Hadejia,Business
20000099325,Plateau,Kogi,Okene,Freelancing
20000099326,Plateau,Akwa Ibom,Eket,Freelancing
20000099327,Ogun,Jigawa,Dutse,Salary
20000099328,Kano,Ondo,Owo,Business
20000099329,Enugu,Ogun,Sagamu,Investment
20000099330,Niger,Katsina,Daura,Agriculture
20000099331,Ogun,Kwara,Offa,Salary
20000099332,Osun,Cross River,Calabar Municipal,Business
20000099333,Ebonyi,Ondo,Owo,Agriculture
20000099334,Kogi,Ebonyi,Abakaliki,Salary
20000099335,Ekiti,Ogun,Sagamu,Remittance
20000099336,Kwara,Nasarawa,Lafia,Freelancing
20000099337,Kebbi,Taraba,Jalingo,Salary
20000099338,Imo,Taraba,Jalingo,Mixed
20000099339,Ondo,Ebonyi,Afikpo North,Remittance
20000099340,Benue,Osun,Ilesa East,Salary
20000099341,Lagos,Benue,Makurdi,Agriculture
20000099342,Benue,Ondo,Ondo West,Agriculture
20000099343,Abia,Kwara,Offa,Salary
20000099344,Kano,Edo,Oredo,Agriculture
20000099345,Abia,FCT,Bwari,Salary
20000099346,Kogi,Jigawa,Dutse,Agriculture
20000099347,Yobe,Sokoto,Sokoto North,Business
20000099348,Rivers,Yobe,Damaturu,Business
20000099349,Yobe,Bauchi,Bauchi,Business
20000099350,Zamfara,Niger,Suleja,Agriculture
20000099351,Enugu,FCT,Kuje,Business
20000099352,Adamawa,Delta,Oshimili South,Salary
20000099353,Taraba,Ebonyi,Afikpo North,Business
20000099354,Kano,Sokoto,Tambuwal,Investment
20000099355,FCT,Yobe,Damaturu,Business
20000099356,Akwa Ibom,Zamfara,Kaura Namoda,Business
20000099357,Lagos,Kwara,Ilorin East,Agriculture
20000099358,Gombe,Plateau,Jos South,Business
20000099359,Zamfara,Kogi,Okene,Agriculture
20000099360,Abia,Plateau,Jos South,Business
20000099361,Benue,Taraba,Wukari,Agriculture
20000099362,Jigawa,Niger,Suleja,Agriculture
20000099363,Gombe,Katsina,Katsina,Contract
20000099364,Plateau,Akwa Ibom,Uyo,Salary
20000099365,Osun,Katsina,Katsina,Agriculture
20000099366,Imo,Rivers,Port Harcourt,Salary
20000099367,Ondo,Rivers,Okrika,Freelancing
20000099368,Akwa Ibom,Enugu,Enugu North,Remittance
20000099369,Ogun,Kaduna,Kaduna North,Salary
20000099370,Kwara,Kogi,Okene,Investment
20000099371,Nasarawa,Gombe,Kaltungo,Salary
20000099372,Rivers,Ogun,Ado-Odo/Ota,Mixed
20000099373,Kogi,Kwara,Ilorin West,Salary
20000099374,Kano,Bauchi,Bauchi,Business
20000099375,Yobe,Cross River,Calabar Municipal,Mixed
20000099376,Kano,Borno,Maiduguri,Remittance
20000099377,Benue,Ogun,Ado-Odo/Ota,Salary
20000099378,Borno,Kogi,Okene,Business
20000099379,Bauchi,Kwara,Offa,Salary
20000099380,Taraba,Borno,Maiduguri,Business
20000099381,Kaduna,Oyo,Ogbomosho North,Freelancing
20000099382,Gombe,Lagos,Yaba,Freelancing
20000099383,Akwa Ibom,Kwara,Ilorin East,Business
20000099384,Kebbi,Zamfara,Gusau,Remittance
20000099385,Akwa Ibom,Taraba,Jalingo,Salary
20000099386,Lagos,Yobe,Potiskum,Salary
20000099387,Bauchi,Oyo,Ogbomosho North,Freelancing
20000099388,Bauchi,Edo,Oredo,Freelancing
20000099389,Rivers,Delta,Oshimili South,Remittance
20000099390,Delta,Akwa Ibom,Eket,Salary
20000099391,Anambra,Edo,Oredo,Business
20000099392,Taraba,Taraba,Jalingo,Business
20000099393,Rivers,Cross River,Calabar Municipal,Salary
20000099394,Adamawa,Jigawa,Dutse,Agriculture
20000099395,Nasarawa,Sokoto,Tambuwal,Business
20000099396,Edo,Ekiti,Ikere,Salary
20000099397,Bauchi,Nasarawa,Keffi,Agriculture
20000099398,Plateau,Bauchi,Azare,Salary
20000099399,Sokoto,Borno,Maiduguri,Salary
20000099400,Rivers,Delta,Oshimili South,Salary
20000099401,Cross River,Sokoto,Sokoto North,Business
20000099402,Enugu,Ekiti,Oye,Business
20000099403,Kano,Edo,Egor,Investment
20000099404,Taraba,Jigawa,Hadejia,Agriculture
20000099405,Benue,Enugu,Enugu South,Business
20000099406,Kogi,Zamfara,Gusau,Contract
20000099407,Borno,Benue,Otukpo,Contract
20000099408,Nasarawa,Ekiti,Ikere,Contract
20000099409,Bauchi,Imo,Orlu,Agriculture
20000099410,Taraba,Benue,Makurdi,Contract
20000099411,Bayelsa,Imo,Owerri Municipal,Business
20000099412,Kogi,Akwa Ibom,Uyo,Contract
20000099413,Nasarawa,FCT,Bwari,Business
20000099414,Ebonyi,Kebbi,Birnin Kebbi,Business
20000099415,Edo,Kwara,Offa,Business
20000099416,Edo,Abia,Aba South,Business
20000099417,Ebonyi,Ekiti,Ikere,Mixed
20000099418,Sokoto,Borno,Maiduguri,Salary
20000099419,Nasarawa,Cross River,Ikom,Salary
20000099420,FCT,Taraba,Jalingo,Freelancing
20000099421,Nasarawa,Benue,Gboko,Agriculture
20000099422,Niger,Ondo,Ondo West,Business
20000099423,Taraba,Taraba,Wukari,Contract
20000099424,Nasarawa,Rivers,Eleme,Salary
20000099425,Zamfara,Yobe,Potiskum,Freelancing
20000099426,Yobe,Kano,Fagge,Agriculture
20000099427,Rivers,Benue,Makurdi,Business
20000099428,Kwara,Anambra,Onitsha North,Business
20000099429,Plateau,Anambra,Onitsha North,Investment
20000099430,Kwara,Kano,Tarauni,Business
20000099431,Zamfara,Osun,Ife Central,Contract
20000099432,Cross River,Niger,Bida,Business
20000099433,Katsina,Sokoto,Sokoto North,Freelancing
20000099434,Benue,Anambra,Awka South,Salary
20000099435,Imo,Sokoto,Tambuwal,Investment
20000099436,Ondo,Benue,Otukpo,Salary
20000099437,FCT,Benue,Makurdi,Salary
20000099438,Plateau,FCT,Gwagwalada,Business
20000099439,Oyo,Jigawa,Hadejia,Agriculture
20000099440,Yobe,Akwa Ibom,Uyo,Business
20000099441,Kano,Rivers,Okrika,Salary
20000099442,Lagos,Akwa Ibom,Uyo,Salary
20000099443,Kano,Kano,Fagge,Remittance
20000099444,Kwara,FCT,Abuja Municipal,Business
20000099445,Enugu,Rivers,Eleme,Business
20000099446,Rivers,Delta,Udu,Salary
20000099447,Sokoto,Akwa Ibom,Uyo,Salary
20000099448,Adamawa,Gombe,Gombe,Mixed
20000099449,Katsina,Cross River,Ikom,Business
20000099450,Benue,Ogun,Abeokuta South,Remittance
20000099451,Ekiti,Akwa Ibom,Uyo,Salary
20000099452,Kwara,Bauchi,Azare,Agriculture
20000099453,Kogi,Bauchi,Bauchi,Salary
20000099454,Taraba,Imo,Orlu,Salary
20000099455,Benue,Abia,Umuahia North,Informal
20000099456,Ogun,Edo,Oredo,Business
20000099457,Cross River,Niger,Suleja,Mixed
20000099458,Taraba,Taraba,Wukari,Remittance
20000099459,Lagos,Bayelsa,Yenagoa,Business
20000099460,FCT,Rivers,Port Harcourt,Agriculture
20000099461,Kebbi,Anambra,Awka South,Freelancing
20000099462,Imo,Niger,Minna,Investment
20000099463,Enugu,Kwara,Offa,Salary
20000099464,Kogi,Lagos,Surulere,Business
20000099465,Nasarawa,Kebbi,Birnin Kebbi,Salary
20000099466,Imo,Jigawa,Dutse,Business
20000099467,Akwa Ibom,Bauchi,Bauchi,Business
20000099468,Rivers,Plateau,Barkin Ladi,Agriculture
20000099469,Oyo,Zamfara,Kaura Namoda,Freelancing
20000099470,Benue,Kano,Gwale,Investment
20000099471,Bayelsa,Oyo,Ogbomosho North,Business
20000099472,Gombe,Osun,Ilesa East,Salary
20000099473,Benue,Abia,Aba South,Salary
20000099474,Plateau,Borno,Maiduguri,Business
20000099475,Cross River,Edo,Egor,Agriculture
20000099476,Rivers,Katsina,Katsina,Freelancing
20000099477,Ekiti,Ondo,Akure South,Salary
20000099478,Kano,Taraba,Jalingo,Salary
20000099479,Niger,Edo,Egor,Salary
20000099480,Katsina,Ekiti,Ado-Ekiti,Freelancing
20000099481,Ondo,Rivers,Port Harcourt,Investment
20000099482,Bauchi,Yobe,Potiskum,Investment
20000099483,Ebonyi,Imo,Owerri Municipal,Salary
20000099484,Borno,Abia,Umuahia North,Freelancing
20000099485,Benue,FCT,Bwari,Business
20000099486,Gombe,Katsina,Katsina,Salary
20000099487,Jigawa,Kebbi,Argungu,Remittance
20000099488,Bauchi,Ondo,Ondo West,Remittance
20000099489,Benue,Kebbi,Argungu,Business
20000099490,Kebbi,Kaduna,Kafanchan,Business
20000099491,Edo,Delta,Oshimili South,Salary
20000099492,FCT,Lagos,Surulere,Business
20000099493,Imo,Bayelsa,Yenagoa,Business
20000099494,Edo,Ebonyi,Abakaliki,Freelancing
20000099495,Edo,Cross River,Ikom,Agriculture
20000099496,Nasarawa,Edo,Ikpoba-Okha,Agriculture
20000099497,Anambra,Edo,Egor,Business
20000099498,Akwa Ibom,Borno,Maiduguri,Investment
20000099499,Kano,Rivers,Obio-Akpor,Salary
20000099500,Ekiti,Lagos,Alimosho,Salary
20000099501,Gombe,Niger,Bida,Business
20000099502,Ekiti,Kogi,Okene,Salary
20000099503,Osun,Kebbi,Argungu,Salary
20000099504,Delta,Rivers,Port Harcourt,Contract
20000099505,Osun,Lagos,Eti-Osa,Salary
20000099506,Osun,Kwara,Ilorin West,Agriculture
20000099507,Ogun,Oyo,Ibadan South-West,Freelancing
20000099508,Zamfara,Rivers,Eleme,Investment
20000099509,Katsina,Enugu,Enugu North,Business
20000099510,Sokoto,Kwara,Ilorin West,Salary
20000099511,Jigawa,Plateau,Barkin Ladi,Salary
20000099512,Yobe,Lagos,Ikeja,Salary
20000099513,Ogun,Osun,Ilesa East,Salary
20000099514,Anambra,Delta,Udu,Business
20000099515,Enugu,Jigawa,Dutse,Business
20000099516,Osun,Edo,Ikpoba-Okha,Investment
20000099517,Anambra,Zamfara,Kaura Namoda,Salary
20000099518,Zamfara,Anambra,Nnewi North,Mixed
20000099519,Nasarawa,Delta,Oshimili South,Contract
20000099520,Ondo,Osun,Osogbo,Business
20000099521,Gombe,Taraba,Wukari,Freelancing
20000099522,Borno,Bayelsa,Yenagoa,Informal
20000099523,Edo,Oyo,Ibadan North,Salary
20000099524,Ogun,Plateau,Jos South,Salary
20000099525,Kano,Delta,Oshimili South,Salary
20000099526,Nasarawa,Katsina,Daura,Salary
20000099527,Borno,Ogun,Ado-Odo/Ota,Business
20000099528,Lagos,Taraba,Jalingo,Contract
20000099529,Bayelsa,Gombe,Gombe,Informal
20000099530,Niger,Sokoto,Sokoto North,Business
20000099531,Kebbi,Abia,Umuahia North,Agriculture
20000099532,Katsina,Kebbi,Argungu,Salary
20000099533,Kaduna,FCT,Bwari,Investment
20000099534,Sokoto,Katsina,Daura,Business
20000099535,Osun,Kebbi,Argungu,Salary
20000099536,Delta,Nasarawa,Keffi,Business
20000099537,Rivers,Enugu,Nsukka,Remittance
20000099538,Kogi,Ekiti,Ado-Ekiti,Salary
20000099539,Kaduna,Jigawa,Dutse,Business
20000099540,Edo,Ogun,Abeokuta South,Salary
20000099541,Imo,Ogun,Sagamu,Mixed
20000099542,Niger,Ebonyi,Afikpo North,Mixed
20000099543,Oyo,Yobe,Potiskum,Business
20000099544,Lagos,Yobe,Potiskum,Freelancing
20000099545,Plateau,Abia,Aba South,Agriculture
20000099546,Enugu,Kaduna,Kaduna South,Freelancing
20000099547,Edo,Ebonyi,Abakaliki,Agriculture
20000099548,Ogun,Yobe,Potiskum,Salary
20000099549,Sokoto,Kogi,Lokoja,Business
20000099550,Ekiti,Taraba,Wukari,Agriculture
20000099551,Taraba,Niger,Bida,Agriculture
20000099552,Enugu,Kwara,Ilorin West,Salary
20000099553,Sokoto,Zamfara,Kaura Namoda,Agriculture
20000099554,Enugu,Niger,Minna,Business
20000099555,Abia,Oyo,Ibadan South-West,Business
20000099556,Edo,Taraba,Jalingo,Salary
20000099557,Adamawa,Kaduna,Zaria,Remittance
20000099558,Kaduna,Yobe,Damaturu,Salary
20000099559,Ebonyi,Abia,Aba South,Salary
20000099560,Imo,Enugu,Enugu North,Agriculture
20000099561,Ondo,Rivers,Eleme,Salary
20000099562,Ebonyi,Jigawa,Dutse,Business
20000099563,Kebbi,Oyo,Oyo East,Remittance
20000099564,Anambra,Imo,Orlu,Salary
20000099565,Plateau,Osun,Ilesa East,Remittance
20000099566,Borno,Oyo,Ibadan South-West,Freelancing
20000099567,Kogi,Kwara,Ilorin West,Contract
20000099568,Kebbi,Anambra,Nnewi North,Salary
20000099569,Nasarawa,Rivers,Port Harcourt,Salary
20000099570,Nasarawa,Bauchi,Bauchi,Informal
20000099571,Edo,Yobe,Potiskum,Business
20000099572,Anambra,Bauchi,Azare,Salary
20000099573,Sokoto,Enugu,Nsukka,Agriculture
20000099574,Borno,Taraba,Jalingo,Business
20000099575,Kogi,Oyo,Ogbomosho North,Business
20000099576,Abia,Nasarawa,Lafia,Business
20000099577,Ebonyi,Imo,Orlu,Salary
20000099578,Kogi,Ogun,Ado-Odo/Ota,Mixed
20000099579,Kogi,Ekiti,Ikere,Informal
20000099580,Akwa Ibom,Nasarawa,Lafia,Business
20000099581,Kebbi,Benue,Otukpo,Agriculture
20000099582,Ogun,Lagos,Eti-Osa,Salary
20000099583,FCT,Zamfara,Kaura Namoda,Salary
20000099584,Ekiti,Katsina,Katsina,Freelancing
20000099585,Osun,Enugu,Nsukka,Business
20000099586,Nasarawa,Zamfara,Kaura Namoda,Remittance
20000099587,Kogi,Nasarawa,Keffi,Business
20000099588,Delta,Imo,Owerri Municipal,Mixed
20000099589,Benue,Plateau,Barkin Ladi,Remittance
20000099590,Delta,Zamfara,Kaura Namoda,Agriculture
20000099591,Yobe,Cross River,Calabar Municipal,Contract
20000099592,Osun,Kogi,Lokoja,Salary
20000099593,Enugu,Sokoto,Sokoto North,Salary
20000099594,Rivers,Abia,Aba South,Contract
20000099595,Cross River,Osun,Osogbo,Freelancing
20000099596,Rivers,Osun,Ife Central,Salary
20000099597,FCT,Bauchi,Azare,Salary
20000099598,Kano,Adamawa,Yola North,Agriculture
