bvn,first_name,last_name,gender,age,date_of_birth,marital_status,nationality,employment_status,occupation,employment_sector,education_level,years_of_experience
20000086924,Sade,Ogunleye,Female,61,1965-01-01,Married,Nigerian,Unemployed,None,,Bachelors,
20000086925,Emeka,Balogun,Male,48,1978-01-01,Married,Nigerian,Employed,Teacher,Informal,PhD,23.0
20000086926,Bisi,Ogunleye,Female,38,1988-01-01,Married,Nigerian,Employed,Engineer,NGO,Bachelors,9.0
20000086927,Kemi,Balogun,Female,39,1987-01-01,Divorced,Nigerian,Self-Employed,Consultant,Public,PhD,19.0
20000086928,Yusuf,Okoye,Male,69,1957-01-01,Single,Nigerian,Retired,Retired,,Bachelors,
20000086929,Aisha,Abdullahi,Female,43,1983-01-01,Single,Nigerian,Student,Student,,Diploma,
20000086930,Aisha,Sadiq,Female,63,1963-01-01,Widowed,Nigerian,Employed,Teacher,Private,Bachelors,6.0
20000086931,Olu,Okoye,Male,37,1989-01-01,Divorced,Nigerian,Self-Employed,Trader,NGO,Secondary,17.0
20000086932,Bisi,Abdullahi,Female,20,2006-01-01,Single,Nigerian,Student,Student,,PhD,
20000086933,Amaka,Adeyemi,Female,56,1970-01-01,Divorced,Nigerian,Employed,Analyst,NGO,Masters,31.0
20000086934,Chinedu,Sadiq,Male,67,1959-01-01,Widowed,Nigerian,Retired,Retired,,PhD,
20000086935,Halima,Ogunleye,Female,38,1988-01-01,Married,Nigerian,Employed,Civil Servant,Informal,Masters,10.0
20000086936,Yusuf,Abdullahi,Male,70,1956-01-01,Widowed,Nigerian,Retired,Retired,,Masters,
20000086937,Amaka,Balogun,Female,67,1959-01-01,Divorced,Nigerian,Retired,Retired,,Bachelors,
20000086938,Sade,Mohammed,Female,49,1977-01-01,Married,Nigerian,Student,Student,,Bachelors,
20000086939,Musa,Akinwale,Male,63,1963-01-01,Single,Nigerian,Unemployed,None,,PhD,
20000086940,Bisi,Abdullahi,Female,18,2008-01-01,Widowed,Nigerian,Student,Student,,Diploma,
20000086941,Sade,Mohammed,Female,64,1962-01-01,Single,Nigerian,Unemployed,None,,Primary,
20000086942,Kunle,Sadiq,Male,72,1954-01-01,Married,Nigerian,Retired,Retired,,Diploma,
20000086943,Bisi,Ogunleye,Female,31,1995-01-01,Divorced,Nigerian,Employed,Teacher,Private,Masters,13.0
20000086944,Halima,Akinwale,Female,19,2007-01-01,Widowed,Nigerian,Student,Student,,PhD,
20000086945,Emeka,Sadiq,Male,55,1971-01-01,Single,Nigerian,Student,Student,,Secondary,
20000086946,Fatima,Ogunleye,Female,51,1975-01-01,Single,Nigerian,Self-Employed,Trader,Informal,Diploma,13.0
20000086947,Sadiq,Okoye,Male,61,1965-01-01,Single,Nigerian,Employed,Teacher,Private,Secondary,42.0
20000086948,Ade,Balogun,Male,47,1979-01-01,Widowed,Nigerian,Employed,Analyst,Public,PhD,14.0
20000086949,Ngozi,Sadiq,Female,31,1995-01-01,Divorced,Nigerian,Student,Student,,Masters,
20000086950,Kunle,Lawal,Male,38,1988-01-01,Widowed,Nigerian,Self-Employed,Farmer,Informal,PhD,14.0
20000086951,Bisi,Balogun,Female,49,1977-01-01,Married,Nigerian,Employed,Accountant,NGO,Primary,18.0
20000086952,Aisha,Abdullahi,Female,43,1983-01-01,Single,Nigerian,Self-Employed,Consultant,NGO,Secondary,12.0
20000086953,Yusuf,Okoye,Male,62,1964-01-01,Divorced,Nigerian,Unemployed,None,,Primary,
20000086954,Yusuf,Abdullahi,Male,35,1991-01-01,Divorced,Nigerian,Employed,Accountant,Public,Bachelors,2.0
20000086955,Musa,Balogun,Male,51,1975-01-01,Widowed,Nigerian,Employed,Analyst,NGO,Bachelors,14.0
20000086956,Tunde,Okoye,Male,72,1954-01-01,Widowed,Nigerian,Retired,Retired,,Masters,
20000086957,Chinedu,Okoye,Male,48,1978-01-01,Divorced,Nigerian,Self-Employed,Consultant,Public,Bachelors,16.0
20000086958,Halima,Adeyemi,Female,44,1982-01-01,Single,Nigerian,Self-Employed,Consultant,NGO,Secondary,8.0
20000086959,Musa,Mohammed,Male,41,1985-01-01,Widowed,Nigerian,Employed,Civil Servant,Informal,Primary,7.0
20000086960,Kunle,Lawal,Male,54,1972-01-01,Divorced,Nigerian,Self-Employed,Farmer,NGO,Secondary,33.0
20000086961,Tunde,Sadiq,Male,30,1996-01-01,Divorced,Nigerian,Retired,Retired,,Masters,
20000086962,Ibrahim,Akinwale,Male,57,1969-01-01,Widowed,Nigerian,Employed,Accountant,Private,Primary,32.0
20000086963,Kunle,Ogunleye,Male,24,2002-01-01,Divorced,Nigerian,Self-Employed,Farmer,Private,Bachelors,3.0
20000086964,Chinedu,Okafor,Male,18,2008-01-01,Single,Nigerian,Student,Student,,Diploma,
20000086965,Bisi,Balogun,Female,33,1993-01-01,Single,Nigerian,Employed,Teacher,Public,Primary,14.0
20000086966,Chinedu,Akinwale,Male,20,2006-01-01,Single,Nigerian,Student,Student,,Secondary,
20000086967,Yusuf,Adeyemi,Male,27,1999-01-01,Married,Nigerian,Self-Employed,Consultant,NGO,Masters,2.0
20000086968,Bisi,Akinwale,Female,49,1977-01-01,Widowed,Nigerian,Employed,Civil Servant,Public,Primary,11.0
20000086969,Kunle,Ogunleye,Male,65,1961-01-01,Divorced,Nigerian,Retired,Retired,,Diploma,
20000086970,Emeka,Okafor,Male,60,1966-01-01,Divorced,Nigerian,Employed,Engineer,Public,Primary,15.0
20000086971,Bisi,Balogun,Female,30,1996-01-01,Married,Nigerian,Employed,Analyst,Informal,Diploma,6.0
20000086972,Kunle,Abdullahi,Male,62,1964-01-01,Widowed,Nigerian,Employed,Teacher,NGO,Secondary,12.0
20000086973,Amaka,Lawal,Female,52,1974-01-01,Married,Nigerian,Employed,Analyst,Private,Secondary,5.0
20000086974,Musa,Lawal,Male,56,1970-01-01,Widowed,Nigerian,Student,Student,,PhD,
20000086975,Halima,Okoye,Female,47,1979-01-01,Widowed,Nigerian,Employed,Teacher,Informal,Diploma,11.0
20000086976,Bisi,Sadiq,Female,31,1995-01-01,Divorced,Nigerian,Employed,Analyst,NGO,Primary,7.0
20000086977,Ngozi,Okoye,Female,37,1989-01-01,Married,Nigerian,Employed,Analyst,NGO,Primary,1.0
20000086978,Ibrahim,Ogunleye,Male,57,1969-01-01,Married,Nigerian,Employed,Engineer,Informal,Primary,6.0
20000086979,Amaka,Sadiq,Female,75,1951-01-01,Widowed,Nigerian,Retired,Retired,,PhD,
20000086980,Fatima,Abdullahi,Female,21,2005-01-01,Single,Nigerian,Student,Student,,Diploma,
20000086981,Halima,Adeyemi,Female,69,1957-01-01,Widowed,Nigerian,Retired,Retired,,Secondary,
20000086982,Emeka,Balogun,Male,74,1952-01-01,Married,Nigerian,Retired,Retired,,Bachelors,
20000086983,Ibrahim,Abdullahi,Male,44,1982-01-01,Married,Nigerian,Employed,Engineer,Informal,Masters,3.0
20000086984,Zainab,Lawal,Female,26,2000-01-01,Single,Nigerian,Student,Student,,Bachelors,
20000086985,Bisi,Adeyemi,Female,42,1984-01-01,Married,Nigerian,Retired,Retired,,Secondary,
20000086986,Sadiq,Akinwale,Male,48,1978-01-01,Widowed,Nigerian,Employed,Civil Servant,Informal,Bachelors,10.0
20000086987,Amaka,Akinwale,Female,32,1994-01-01,Married,Nigerian,Self-Employed,Artisan,Private,Diploma,6.0
20000086988,Ibrahim,Lawal,Male,19,2007-01-01,Married,Nigerian,Student,Student,,Secondary,
20000086989,Aisha,Okoye,Female,40,1986-01-01,Single,Nigerian,Unemployed,None,,Bachelors,
20000086990,Aisha,Okafor,Female,26,2000-01-01,Single,Nigerian,Retired,Retired,,Diploma,
20000086991,Bisi,Balogun,Female,37,1989-01-01,Married,Nigerian,Employed,Accountant,Private,Diploma,13.0
20000086992,Fatima,Lawal,Female,48,1978-01-01,Single,Nigerian,Self-Employed,Consultant,Public,Diploma,29.0
20000086993,Halima,Mohammed,Female,74,1952-01-01,Married,Nigerian,Retired,Retired,,Secondary,
20000086994,Kunle,Lawal,Male,68,1958-01-01,Widowed,Nigerian,Retired,Retired,,Diploma,
20000086995,Sadiq,Okafor,Male,40,1986-01-01,Married,Nigerian,Retired,Retired,,Diploma,
20000086996,Sadiq,Lawal,Male,66,1960-01-01,Divorced,Nigerian,Retired,Retired,,Secondary,
20000086997,Funke,Okoye,Female,25,2001-01-01,Single,Nigerian,Employed,Analyst,Public,Primary,0.0
20000086998,Funke,Balogun,Female,31,1995-01-01,Divorced,Nigerian,Student,Student,,Secondary,
20000086999,Emeka,Ogunleye,Male,71,1955-01-01,Single,Nigerian,Retired,Retired,,Masters,
20000087000,Aisha,Lawal,Female,72,1954-01-01,Married,Nigerian,Retired,Retired,,Primary,
20000087001,Musa,Ogunleye,Male,53,1973-01-01,Married,Nigerian,Student,Student,,Secondary,
20000087002,Aisha,Adeyemi,Female,35,1991-01-01,Married,Nigerian,Employed,Civil Servant,Private,Primary,8.0
20000087003,Tunde,Sadiq,Male,54,1972-01-01,Widowed,Nigerian,Employed,Engineer,Private,Secondary,35.0
20000087004,Yusuf,Akinwale,Male,38,1988-01-01,Divorced,Nigerian,Unemployed,None,,Masters,
20000087005,Chinedu,Okafor,Male,73,1953-01-01,Divorced,Nigerian,Retired,Retired,,Diploma,
20000087006,Sade,Abdullahi,Female,62,1964-01-01,Divorced,Nigerian,Employed,Civil Servant,Private,Secondary,24.0
20000087007,Funke,Adeyemi,Female,43,1983-01-01,Widowed,Nigerian,Unemployed,None,,PhD,
20000087008,Emeka,Okafor,Male,28,1998-01-01,Divorced,Nigerian,Student,Student,,Primary,
20000087009,Musa,Akinwale,Male,47,1979-01-01,Single,Nigerian,Unemployed,None,,Secondary,
20000087010,Ngozi,Sadiq,Female,67,1959-01-01,Divorced,Nigerian,Retired,Retired,,Bachelors,
20000087011,Emeka,Akinwale,Male,41,1985-01-01,Single,Nigerian,Student,Student,,Primary,
20000087012,Ibrahim,Mohammed,Male,54,1972-01-01,Widowed,Nigerian,Self-Employed,Trader,Public,Masters,22.0
20000087013,Ade,Sadiq,Male,64,1962-01-01,Widowed,Nigerian,Self-Employed,Consultant,Informal,Primary,14.0
20000087014,Kemi,Adeyemi,Female,27,1999-01-01,Widowed,Nigerian,Student,Student,,PhD,
20000087015,Olu,Balogun,Male,45,1981-01-01,Divorced,Nigerian,Self-Employed,Farmer,Informal,Secondary,19.0
20000087016,Olu,Ogunleye,Male,47,1979-01-01,Widowed,Nigerian,Self-Employed,Trader,Private,PhD,27.0
20000087017,Emeka,Ogunleye,Male,71,1955-01-01,Divorced,Nigerian,Retired,Retired,,Masters,
20000087018,Tunde,Balogun,Male,28,1998-01-01,Single,Nigerian,Employed,Accountant,NGO,Masters,7.0
20000087019,Emeka,Okoye,Male,21,2005-01-01,Single,Nigerian,Student,Student,,Masters,
20000087020,Amaka,Ogunleye,Female,52,1974-01-01,Widowed,Nigerian,Self-Employed,Trader,Public,Masters,23.0
20000087021,Sade,Akinwale,Female,28,1998-01-01,Married,Nigerian,Self-Employed,Consultant,Informal,Diploma,6.0
20000087022,Chinedu,Abdullahi,Male,54,1972-01-01,Divorced,Nigerian,Unemployed,None,,Bachelors,
20000087023,Musa,Abdullahi,Male,66,1960-01-01,Divorced,Nigerian,Retired,Retired,,Diploma,
20000087024,Funke,Mohammed,Female,68,1958-01-01,Widowed,Nigerian,Retired,Retired,,Primary,
20000087025,Kunle,Balogun,Male,40,1986-01-01,Single,Nigerian,Employed,Engineer,NGO,PhD,4.0
20000087026,Chinedu,Mohammed,Male,46,1980-01-01,Married,Nigerian,Employed,Accountant,Informal,Bachelors,10.0
20000087027,Yusuf,Akinwale,Male,74,1952-01-01,Widowed,Nigerian,Retired,Retired,,Masters,
20000087028,Chinedu,Okafor,Male,18,2008-01-01,Widowed,Nigerian,Student,Student,,PhD,
20000087029,Olu,Mohammed,Male,44,1982-01-01,Single,Nigerian,Employed,Engineer,Private,Secondary,11.0
20000087030,Bisi,Sadiq,Female,62,1964-01-01,Married,Nigerian,Employed,Engineer,Informal,PhD,19.0
20000087031,Bisi,Akinwale,Female,38,1988-01-01,Married,Nigerian,Employed,Teacher,Public,Bachelors,14.0
20000087032,Halima,Okoye,Female,57,1969-01-01,Widowed,Nigerian,Unemployed,None,,PhD,
20000087033,Olu,Okafor,Male,49,1977-01-01,Married,Nigerian,Student,Student,,Masters,
20000087034,Chinedu,Balogun,Male,34,1992-01-01,Widowed,Nigerian,Employed,Accountant,Public,PhD,14.0
20000087035,Funke,Adeyemi,Female,34,1992-01-01,Divorced,Nigerian,Self-Employed,Consultant,Private,Secondary,9.0
20000087036,Ade,Akinwale,Male,54,1972-01-01,Widowed,Nigerian,Unemployed,None,,Secondary,
20000087037,Sadiq,Okafor,Male,64,1962-01-01,Married,Nigerian,Student,Student,,Secondary,
20000087038,Zainab,Akinwale,Female,43,1983-01-01,Divorced,Nigerian,Employed,Teacher,Informal,Bachelors,0.0
20000087039,Sadiq,Sadiq,Male,26,2000-01-01,Divorced,Nigerian,Unemployed,None,,Diploma,
20000087040,Kemi,Okafor,Female,31,1995-01-01,Married,Nigerian,Employed,Engineer,NGO,Primary,13.0
20000087041,Bisi,Lawal,Female,42,1984-01-01,Married,Nigerian,Employed,Teacher,Public,Diploma,1.0
20000087042,Fatima,Adeyemi,Female,57,1969-01-01,Single,Nigerian,Retired,Retired,,Primary,
20000087043,Zainab,Okoye,Female,59,1967-01-01,Widowed,Nigerian,Employed,Teacher,Private,Primary,36.0
20000087044,Zainab,Okoye,Female,25,2001-01-01,Widowed,Nigerian,Retired,Retired,,PhD,
20000087045,Musa,Lawal,Male,68,1958-01-01,Married,Nigerian,Retired,Retired,,PhD,
20000087046,Halima,Lawal,Female,35,1991-01-01,Divorced,Nigerian,Employed,Accountant,NGO,Bachelors,14.0
20000087047,Sadiq,Okoye,Male,43,1983-01-01,Married,Nigerian,Self-Employed,Artisan,NGO,Primary,18.0
20000087048,Emeka,Mohammed,Male,59,1967-01-01,Married,Nigerian,Employed,Analyst,NGO,Masters,28.0
20000087049,Halima,Akinwale,Female,63,1963-01-01,Divorced,Nigerian,Self-Employed,Artisan,Private,PhD,37.0
20000087050,Kemi,Lawal,Female,25,2001-01-01,Widowed,Nigerian,Self-Employed,Consultant,Private,Bachelors,5.0
20000087051,Halima,Balogun,Female,61,1965-01-01,Widowed,Nigerian,Self-Employed,Artisan,Private,Primary,25.0
20000087052,Halima,Sadiq,Female,66,1960-01-01,Single,Nigerian,Retired,Retired,,Secondary,
20000087053,Amaka,Mohammed,Female,42,1984-01-01,Widowed,Nigerian,Employed,Accountant,Informal,Secondary,19.0
20000087054,Aisha,Sadiq,Female,67,1959-01-01,Widowed,Nigerian,Retired,Retired,,Primary,
20000087055,Tunde,Sadiq,Male,58,1968-01-01,Single,Nigerian,Unemployed,None,,Masters,
20000087056,Ibrahim,Okafor,Male,64,1962-01-01,Single,Nigerian,Employed,Engineer,Informal,PhD,35.0
20000087057,Kunle,Balogun,Male,32,1994-01-01,Widowed,Nigerian,Retired,Retired,,PhD,
20000087058,Emeka,Sadiq,Male,21,2005-01-01,Single,Nigerian,Student,Student,,PhD,
20000087059,Fatima,Mohammed,Female,26,2000-01-01,Widowed,Nigerian,Self-Employed,Farmer,Private,Bachelors,3.0
20000087060,Zainab,Sadiq,Female,38,1988-01-01,Divorced,Nigerian,Self-Employed,Artisan,Private,Bachelors,20.0
20000087061,Funke,Sadiq,Female,75,1951-01-01,Married,Nigerian,Retired,Retired,,Bachelors,
20000087062,Fatima,Okafor,Female,34,1992-01-01,Divorced,Nigerian,Student,Student,,Primary,
20000087063,Funke,Okafor,Female,26,2000-01-01,Widowed,Nigerian,Self-Employed,Consultant,Private,PhD,5.0
20000087064,Ibrahim,Adeyemi,Male,65,1961-01-01,Divorced,Nigerian,Student,Student,,Diploma,
20000087065,Funke,Sadiq,Female,75,1951-01-01,Single,Nigerian,Retired,Retired,,Primary,
20000087066,Bisi,Abdullahi,Female,64,1962-01-01,Married,Nigerian,Self-Employed,Artisan,Private,Masters,26.0
20000087067,Chinedu,Okoye,Male,23,2003-01-01,Divorced,Nigerian,Self-Employed,Trader,NGO,PhD,2.0
20000087068,Ngozi,Okafor,Female,28,1998-01-01,Widowed,Nigerian,Self-Employed,Farmer,Private,Diploma,9.0
20000087069,Aisha,Sadiq,Female,26,2000-01-01,Divorced,Nigerian,Student,Student,,Secondary,
20000087070,Funke,Sadiq,Female,37,1989-01-01,Widowed,Nigerian,Retired,Retired,,Primary,
20000087071,Sade,Akinwale,Female,72,1954-01-01,Married,Nigerian,Retired,Retired,,Primary,
20000087072,Emeka,Adeyemi,Male,25,2001-01-01,Married,Nigerian,Student,Student,,PhD,
20000087073,Tunde,Abdullahi,Male,70,1956-01-01,Single,Nigerian,Retired,Retired,,Secondary,
20000087074,Funke,Okoye,Female,73,1953-01-01,Widowed,Nigerian,Retired,Retired,,Secondary,
20000087075,Funke,Akinwale,Female,37,1989-01-01,Divorced,Nigerian,Self-Employed,Artisan,Public,Secondary,10.0
20000087076,Yusuf,Okafor,Male,25,2001-01-01,Married,Nigerian,Self-Employed,Trader,Informal,PhD,1.0
20000087077,Tunde,Sadiq,Male,71,1955-01-01,Married,Nigerian,Retired,Retired,,Primary,
20000087078,Ngozi,Mohammed,Female,33,1993-01-01,Divorced,Nigerian,Unemployed,None,,Secondary,
20000087079,Funke,Okoye,Female,45,1981-01-01,Widowed,Nigerian,Student,Student,,Bachelors,
20000087080,Ngozi,Balogun,Female,69,1957-01-01,Married,Nigerian,Retired,Retired,,Bachelors,
20000087081,Halima,Okoye,Female,45,1981-01-01,Married,Nigerian,Unemployed,None,,PhD,
20000087082,Yusuf,Abdullahi,Male,49,1977-01-01,Single,Nigerian,Self-Employed,Farmer,Informal,Secondary,24.0
20000087083,Zainab,Okafor,Female,41,1985-01-01,Married,Nigerian,Employed,Civil Servant,Informal,Masters,14.0
20000087084,Ngozi,Okafor,Female,23,2003-01-01,Single,Nigerian,Retired,Retired,,Bachelors,
20000087085,Fatima,Sadiq,Female,37,1989-01-01,Divorced,Nigerian,Student,Student,,Secondary,
20000087086,Olu,Okoye,Male,62,1964-01-01,Divorced,Nigerian,Employed,Teacher,Public,Secondary,43.0
20000087087,Halima,Abdullahi,Female,32,1994-01-01,Divorced,Nigerian,Self-Employed,Trader,Private,Masters,14.0
20000087088,Zainab,Akinwale,Female,41,1985-01-01,Single,Nigerian,Employed,Accountant,NGO,Primary,23.0
20000087089,Amaka,Mohammed,Female,19,2007-01-01,Married,Nigerian,Student,Student,,Bachelors,
20000087090,Olu,Sadiq,Male,59,1967-01-01,Single,Nigerian,Unemployed,None,,Diploma,
20000087091,Ibrahim,Akinwale,Male,32,1994-01-01,Divorced,Nigerian,Self-Employed,Farmer,Public,Primary,5.0
20000087092,Ade,Balogun,Male,47,1979-01-01,Widowed,Nigerian,Employed,Engineer,Informal,PhD,16.0
20000087093,Amaka,Balogun,Female,51,1975-01-01,Single,Nigerian,Employed,Accountant,Public,Diploma,14.0
20000087094,Halima,Okoye,Female,54,1972-01-01,Married,Nigerian,Self-Employed,Trader,Private,Diploma,11.0
20000087095,Zainab,Okoye,Female,33,1993-01-01,Divorced,Nigerian,Unemployed,None,,Diploma,
20000087096,Chinedu,Abdullahi,Male,59,1967-01-01,Married,Nigerian,Student,Student,,Secondary,
20000087097,Halima,Lawal,Female,58,1968-01-01,Widowed,Nigerian,Self-Employed,Artisan,Public,PhD,23.0
20000087098,Kemi,Okafor,Female,64,1962-01-01,Single,Nigerian,Employed,Civil Servant,NGO,Bachelors,12.0
20000087099,Ade,Lawal,Male,44,1982-01-01,Single,Nigerian,Self-Employed,Farmer,Public,Masters,26.0
20000087100,Olu,Akinwale,Male,58,1968-01-01,Widowed,Nigerian,Employed,Engineer,Private,Masters,26.0
20000087101,Aisha,Balogun,Female,51,1975-01-01,Divorced,Nigerian,Employed,Civil Servant,Informal,Primary,33.0
20000087102,Funke,Ogunleye,Female,36,1990-01-01,Single,Nigerian,Self-Employed,Consultant,Public,Primary,4.0
20000087103,Yusuf,Balogun,Male,68,1958-01-01,Divorced,Nigerian,Retired,Retired,,Diploma,
20000087104,Funke,Okoye,Female,70,1956-01-01,Widowed,Nigerian,Retired,Retired,,Secondary,
20000087105,Tunde,Balogun,Male,74,1952-01-01,Widowed,Nigerian,Retired,Retired,,Secondary,
20000087106,Musa,Abdullahi,Male,46,1980-01-01,Divorced,Nigerian,Employed,Teacher,Public,Bachelors,21.0
20000087107,Fatima,Sadiq,Female,35,1991-01-01,Married,Nigerian,Employed,Engineer,Private,Masters,17.0
20000087108,Ibrahim,Lawal,Male,75,1951-01-01,Single,Nigerian,Retired,Retired,,Masters,
20000087109,Musa,Ogunleye,Male,39,1987-01-01,Married,Nigerian,Retired,Retired,,Masters,
20000087110,Musa,Lawal,Male,45,1981-01-01,Divorced,Nigerian,Student,Student,,Diploma,
20000087111,Sade,Okafor,Female,18,2008-01-01,Widowed,Nigerian,Student,Student,,Bachelors,
20000087112,Kemi,Okafor,Female,51,1975-01-01,Single,Nigerian,Employed,Analyst,Public,Diploma,23.0
20000087113,Zainab,Akinwale,Female,42,1984-01-01,Single,Nigerian,Employed,Analyst,Public,Secondary,4.0
20000087114,Ade,Balogun,Male,37,1989-01-01,Single,Nigerian,Student,Student,,PhD,
20000087115,Aisha,Sadiq,Female,39,1987-01-01,Married,Nigerian,Employed,Teacher,Private,Diploma,12.0
20000087116,Kemi,Balogun,Female,57,1969-01-01,Single,Nigerian,Retired,Retired,,Bachelors,
20000087117,Fatima,Sadiq,Female,67,1959-01-01,Married,Nigerian,Retired,Retired,,Secondary,
20000087118,Sade,Okafor,Female,38,1988-01-01,Single,Nigerian,Student,Student,,PhD,
20000087119,Sadiq,Abdullahi,Male,41,1985-01-01,Divorced,Nigerian,Employed,Analyst,NGO,Secondary,6.0
20000087120,Fatima,Okafor,Female,29,1997-01-01,Single,Nigerian,Student,Student,,Primary,
20000087121,Fatima,Okoye,Female,70,1956-01-01,Married,Nigerian,Retired,Retired,,Masters,
20000087122,Ade,Okoye,Male,20,2006-01-01,Single,Nigerian,Student,Student,,PhD,
20000087123,Ade,Okafor,Male,25,2001-01-01,Married,Nigerian,Employed,Analyst,Informal,Primary,7.0
20000087124,Kunle,Akinwale,Male,23,2003-01-01,Single,Nigerian,Employed,Civil Servant,Informal,Bachelors,4.0
20000087125,Funke,Mohammed,Female,38,1988-01-01,Married,Nigerian,Retired,Retired,,Primary,
20000087126,Zainab,Abdullahi,Female,33,1993-01-01,Single,Nigerian,Self-Employed,Artisan,NGO,Bachelors,0.0
20000087127,Sade,Mohammed,Female,41,1985-01-01,Single,Nigerian,Self-Employed,Artisan,Public,Diploma,2.0
20000087128,Emeka,Akinwale,Male,53,1973-01-01,Widowed,Nigerian,Employed,Civil Servant,Informal,Secondary,33.0
20000087129,Sade,Ogunleye,Female,27,1999-01-01,Single,Nigerian,Student,Student,,Secondary,
20000087130,Kunle,Lawal,Male,25,2001-01-01,Widowed,Nigerian,Student,Student,,Masters,
20000087131,Halima,Okoye,Female,37,1989-01-01,Married,Nigerian,Student,Student,,Diploma,
20000087132,Ade,Akinwale,Male,31,1995-01-01,Widowed,Nigerian,Employed,Teacher,Private,Bachelors,12.0
20000087133,Halima,Akinwale,Female,62,1964-01-01,Single,Nigerian,Unemployed,None,,Diploma,
20000087134,Kemi,Okafor,Female,42,1984-01-01,Married,Nigerian,Employed,Engineer,Informal,Primary,13.0
20000087135,Aisha,Lawal,Female,62,1964-01-01,Divorced,Nigerian,Student,Student,,Masters,
20000087136,Sade,Okafor,Female,38,1988-01-01,Widowed,Nigerian,Unemployed,None,,Masters,
20000087137,Sade,Sadiq,Female,59,1967-01-01,Widowed,Nigerian,Self-Employed,Trader,Informal,Masters,21.0
20000087138,Funke,Sadiq,Female,71,1955-01-01,Widowed,Nigerian,Retired,Retired,,Bachelors,
20000087139,Olu,Mohammed,Male,32,1994-01-01,Divorced,Nigerian,Employed,Analyst,Private,Primary,10.0
20000087140,Chinedu,Ogunleye,Male,69,1957-01-01,Married,Nigerian,Retired,Retired,,Secondary,
20000087141,Ade,Sadiq,Male,20,2006-01-01,Divorced,Nigerian,Student,Student,,Masters,
20000087142,Musa,Okoye,Male,36,1990-01-01,Married,Nigerian,Self-Employed,Artisan,Public,Bachelors,8.0
20000087143,Chinedu,Okafor,Male,72,1954-01-01,Single,Nigerian,Retired,Retired,,Diploma,
20000087144,Sadiq,Adeyemi,Male,18,2008-01-01,Divorced,Nigerian,Student,Student,,Diploma,
20000087145,Kemi,Abdullahi,Female,29,1997-01-01,Single,Nigerian,Employed,Engineer,Private,PhD,4.0
20000087146,Kemi,Sadiq,Female,72,1954-01-01,Married,Nigerian,Retired,Retired,,Diploma,
